"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0450","Approved","4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages","4 lot subdivision with 4 attached dual occupancies and 6 poo","KINGSCLIFF","DevUnit",,,2017,"1094","Community Facilities","1218","8634.19","7044.19"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0469","Approved","part demolition of existing garage, alterations to existing dwelling, erection of new dwelling to create a detached dual occupancy and two lot strata subdivision","part demolition of existing garage, alterations to existing ","POTTSVILLE","DevUnit",,,2017,"1807","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0492","Approved","dual occupancy (attached) and a two lot strata subdivision","dual occupancy (attached) and a two lot strata subdivision","KINGSCLIFF","DevUnit",,,2018,"8484","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0512","Approved","dual occupancy (attached), two pools and two lot strata subdivision","dual occupancy (attached), two pools and two lot strata subd","KINGSCLIFF","DevUnit",,,2018,"1336","Community Facilities","1661","1661","-204"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0546","Approved","2 lot subdivision","2 lot subdivision","MURWILLUMBAH","DevUnit",,,2017,"1105","Community Facilities","0","1427.86","1427.86"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0576","Approved","two lot subdivision","two lot subdivision","BANORA POINT","DevUnit",,,2017,"2734","Community Facilities","0","1412.88","1412.88"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0610","Approved","two lot subdivision and partial demolition of existing dwelling","two lot subdivision and partial demolition of existing dwell","BANORA POINT","DevUnit",,,2018,"1364","Community Facilities","0","1401.27","1401.27"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0634","Approved","proposed conversion of an existing managers residence to permanent dwelling site, fence to Lot 336, alterations and additions to existing administration building/office (use only as works have already been done without development consent) and an extensio","proposed conversion of an existing managers residence to per","TWEED HEADS WEST","DevUnit",,,2018,"3886","Community Facilities","0","834","834"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0659","Approved","2 lot subdivision","2 lot subdivision","TWEED HEADS","DevUnit",,,2018,"1429","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0689","Approved","two dual occupancy developments","two dual occupancy developments","BANORA POINT","DevUnit",,,2018,"325","Community Facilities","0","2186","2186"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0799","Approved","residential flat building in two stages (Stage 1: demolition of existing structures; Stage 2: residential flat building)","residential flat building in two stages (Stage 1: demolition","TWEED HEADS","DevUnit",,,2018,"7548","Community Facilities","0","20165","20165"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0817","Approved","demolition of existing dwelling, proposed development and strata subdivision of dual occupancy and swimming pool","demolition of existing dwelling, proposed development and st","POTTSVILLE","DevUnit",,,2018,"5470","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0873","Approved","additions to an existing garage to construct an attached dual occupancy and swimming pools","additions to an existing garage to construct an attached dua","TWEED HEADS","DevUnit",,,2018,"1079","Community Facilities","0","1154","1154"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0005","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2018,"1572","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0030","Approved","alterations to an existing residential flat building unit (Unit 5) comprising two additional bedrooms, construction of a laundry room, alterations to kitchen and bathroom and creation of a car parking space","alterations to an existing residential flat building unit (U","TWEED HEADS","DevUnit",,,2018,"1795","Community Facilities","0","449","449"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0085","Approved","two lot subdivision","two lot subdivision","MURWILLUMBAH","DevUnit",,,2018,"1105","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0141","Approved","two lot subdivision","two lot subdivision","TERRANORA","DevUnit",,,2018,"6162","Community Facilities","0","1153.04","1153.04"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0255","Approved","use of existing alterations and proposed alteration to convert garage to bedroom and bathroom/laundry within a unit","use of existing alterations and proposed alteration to conve","BANORA POINT","DevUnit",,,2018,"2636","Community Facilities","0","257","257"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0269","Approved","alterations and additions to Unit 1 and carport","alterations and additions to Unit 1 and carport","FINGAL HEAD","DevUnit",,,2019,"5119","Community Facilities","0","192","192"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0278","Approved","additional bedroom and alterations to kitchen and bathroom in unit","additional bedroom and alterations to kitchen and bathroom i","TWEED HEADS","DevUnit",,,2018,"1796","Community Facilities","0","257","257"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0366","Approved","extension to unit 1","extension to unit 1","KINGSCLIFF","DevUnit",,,2018,"1577","Community Facilities","0","257","257"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0399","Approved","multi dwelling housing (4 townhouses) and ancillary demolition and landscaping works","multi dwelling housing (4 townhouses) and ancillary demoliti","KINGSCLIFF","DevUnit",,,2019,"1566","Community Facilities","0","4568","4568"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0470","Approved","demolition of existing building on site, excavation to establish garage and vehicle manoeuvring area and erection of multi-dwelling housing comprising four townhouses","demolition of existing building on site, excavation to estab","KINGSCLIFF","DevUnit",,,2018,"8382","Community Facilities","0","4060","4060"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0485","Approved","a staged development consisting of three dwellings over three stages (one dwelling per stage)","a staged development consisting of three dwellings over thre","MURWILLUMBAH","DevUnit",,,2019,"2505","Community Facilities","1624","3285","1624"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0518","Approved","alterations and additions to upper level of existing Imperial Hotel","alterations and additions to upper level of existing Imperia","MURWILLUMBAH","DevUnit",,,2018,"1103","Community Facilities","0","4168","4168"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0521","Approved","Two lot subdivision (stage 1) and proposed single dwelling on one lot (stage 2)","Two lot subdivision (stage 1) and proposed single dwelling o","BANORA POINT","DevUnit",,,2018,"1063","Community Facilities","0","1412.88","1401.27"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0527","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2018,"7730","Community Facilities","0","1539","1539"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0550","Approved","staged development with stage 1 being a three lot community title subdivision and stage 2 being the construction of two dwellings and swimming pools","staged development with stage 1 being a three lot community ","POTTSVILLE","DevUnit",,,2018,"4450","Community Facilities","0","1431.27","1431.27"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0557","Approved","attached dual occupancy","attached dual occupancy","TERRANORA","DevUnit",,,2019,"1111","Community Facilities","0","1246","1246"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0584","Approved","two lot subdivision, construction of a 1.8m boundary fence and demolition of existing dwelling","two lot subdivision, construction of a 1.8m boundary fence a","TWEED HEADS","DevUnit",,,2019,"1007","Community Facilities","0","1624","1624"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0665","Approved","change of use of Lot 18 (unit 205) to dual use of shop top housing and serviced apartments","change of use of Lot 18 (unit 205) to dual use of shop top h","CABARITA BEACH","DevUnit",,,2019,"1029","Community Facilities","0","1347","1347"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0668","Approved","dual occupancy (attached) and retaining walls","dual occupancy (attached) and retaining walls","MURWILLUMBAH","DevUnit",,,2018,"1112","Community Facilities","0","1154","1154"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0746","Approved","additional dwelling creating dual occupancy with carport and fence","additional dwelling creating dual occupancy with carport and","POTTSVILLE","DevUnit",,,2019,"2493","Community Facilities","0","1154","1154"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0784","Approved","2 lot subdivision","2 lot subdivision","TERRANORA","DevUnit",,,2019,"2095","Community Facilities","0","1539","1539"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0872","Approved","detached dual occupancy","detached dual occupancy","MURWILLUMBAH","DevUnit",,,2019,"1112","Community Facilities","0","1154","1154"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0929","Approved","demolition of existing dwelling, and construction and strata title subdivision of attached dual occupancy","demolition of existing dwelling, and construction and strata","KINGSCLIFF","DevUnit",,,2019,"1439","Community Facilities","0","1539","1539"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/0971","Approved","Staged eco tourist facility comprising two (2) cabins (1 cabin per stage)","Staged eco tourist facility comprising two (2) cabins (1 cab","CAROOL","DevUnit",,,2019,"9677","Community Facilities","900","1800","900"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA18/1050","Approved","10 camping sites","10 camping sites","TWEED HEADS SOUTH","DevUnit",,,2019,"5032","Community Facilities","0","8797","8797"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0031","Approved","multi dwelling housing comprising six town houses","multi dwelling housing comprising six town houses","TWEED HEADS WEST","DevUnit",,,2019,"8014","Community Facilities","0","6902","6902"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0058","Approved","three lots into twelve lots torrens title subdivision including all associated infrastructure works","three lots into twelve lots torrens title subdivision includ","KINGSCLIFF","DevUnit",,,2019,"9500","Community Facilities","0","13851","13851"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0088","Approved","dual occupancy (attached), swimming pool and 2 lot strata subdivision","dual occupancy (attached), swimming pool and 2 lot strata su","CABARITA BEACH","DevUnit",,,2019,"1109","Community Facilities","0","1218","1218"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0098","Approved","additions to existing dual occupancy","additions to existing dual occupancy","TWEED HEADS","DevUnit",,,2019,"1051","Community Facilities","0","555","555"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0107","Approved","alterations and additions to Unit 1 and in-ground pool, attached pergola and fencing","alterations and additions to Unit 1 and in-ground pool, atta","BOGANGAR","DevUnit",,,2019,"3057","Community Facilities","0","271","271"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0125","Approved","alterations and additions to existing dual occupancy (unit 1)","alterations and additions to existing dual occupancy (unit 1","BOGANGAR","DevUnit",,,2019,"1081","Community Facilities","0","277","257"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0199","Approved","residential flat building with basement car parking and swimming pool including demolition of all existing structures","residential flat building with basement car parking and swim","KINGSCLIFF","DevUnit",,,2019,"1026","Community Facilities","0","7849","7849"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA19/0242","Approved","erection of dwelling to create detached dual occupancy and a detached garage and carport","erection of dwelling to create detached dual occupancy and a","POTTSVILLE","DevUnit",,,2019,"2367","Community Facilities","0","898","898"
