Year,Contribution Plan Number,Contribution Plan Description,Expenditure Description,Contribution Ledger Number,Expenditure Ledger Number,Income Ledger Number,Period,Jrnl,Period Amt,Notes
2015-16,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/7/2015-31/3/2016,1162,1317.48,Budget - $0. No funding source
2015-16,7,KINGSCLIFF DRAINAGE,Investigation and expenditure Kingscliff drainage,07.01.00.91400,,A4750.0793,1/1/16-30/6/2016,,-1317.48,Budget - $0. No funding source
2015-16,11,LIBRARIES,Design costs TH Library,11.06.00.91400,,A2346.0793,1/7/2015-31/3/2016,1162,110620.47,"Budget - $1,897,355 Funding source Reserves"
2015-16,11,LIBRARIES,Design costs TH Library,11.06.00.91400,,A2346.0793,1/1/16-30/6/2016,,-110620.47,"Budget - $1,897,355 Funding source Reserves"
2015-16,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/16-30/6/2016,,56696,"S94 budget $56,696"
2015-16,11,LIBRARIES,s94 funded projects,11.06.00.91400,,A2346.0793,1/7/2015-31/3/2016,1162,48536.66,"Actual - $135,454 Funding source Reserves"
2015-16,11,LIBRARIES,s94 funded projects,11.06.00.91400,,A2346.0793,1/1/16-30/6/2016,,-48536.66,"Actual - $135,454 Funding source Reserves"
2015-16,11,LIBRARIES,Tweed Heads Library,11.06.00.91400,,A2346.0793,1/1/16-30/6/2016,,70740,"S94 budget $70,740"
2015-16,12,Bus Shelters,,12.10.00.91400,,A5634.0793,1/7/2015-31/3/2016,1162,111.09,No budget
2015-16,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/7/2015-31/3/2016,1162,1020.01,"Budget - $17,202 Reserves"
2015-16,16,Emergency Facilities,SLSC Strategy 2020,16.12.00.91400,,A2065.0793,1/1/16-30/6/2016,,-1020.01,"Budget - $17,202 Reserves"
2015-16,16,Emergency Facilities,Salt SLSC,16.12.00.91400,,A2065.0793,1/1/16-30/6/2016,,173308,"S94 Budget $335,000"
2015-16,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/7/2015-31/3/2016,1162,3837,"Budget $3,837 Funding source reserves/revenue"
2015-16,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/1/16-30/6/2016,,-3837,"Budget $3,837 Funding source reserves/revenue"
2015-16,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,,A2065.0793,1/7/2015-31/3/2016,1162,3837,"Budget $3,837 Funding source reserves/revenue"
2015-16,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,,A2065.0793,1/1/16-30/6/2016,,-3837,"Budget $3,837 Funding source reserves/revenue"
2015-16,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,,A2065.0793,1/1/16-30/6/2016,,150000,"S94 Budget $150,000"
2015-16,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/16-30/6/2016,,405218,"S94 Budget $405,218"
2015-16,18,Council Tech. Facilities,Depot Loans 50%,18.13.00.91400,,A2237.0793,1/1/16-30/6/2016,,27806,No budget
2015-16,18,Council Tech. Facilities,Community Facilities - Office Space,18.13.00.91400,,A2237.0793,1/1/16-30/6/2016,,113,"S94 Budget $5,000"
2015-16,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/7/2015-31/3/2016,1162,15932.18,"Budget - $300,000 Funding source S94"
2015-16,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/16-30/6/2016,,2462.01,"Budget - $300,000 Funding source S94"
2015-16,22,SHIREWIDE CYCLEWAYS,Cycleway program,22.07.00.91400,,A4844.0793,1/7/2015-31/3/2016,1162,3995.32,"Budget - $101,887 Funding source revenue"
2015-16,23,CP23 Car Park,Tweed Heads Bay Street Car Park,23.04.02.31400,,A5616.0793,1/7/2015-31/3/2016,1162,176433.93,Budget -$0. No funding source
2015-16,23,CP23 Car Park,Tweed Heads Bay Street Car Park,23.04.02.31400,,A5616.0793,1/1/16-30/6/2016,,-176433.93,Budget -$0. No funding source
2015-16,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/7/2015-31/3/2016,,46827,"S94 Budget $364,316"
2015-16,25,SALT Open Space,Salt SLSC,25.05.00.91400,,A4002.0793.91400,1/7/2015-31/3/2016,1162,34967.38,"S94 Budget $335,000"
2015-16,25,SALT Open Space,Salt SLSC,25.05.00.91400,,A4002.0793.91400,1/1/16-30/6/2016,,22801.87,"S94 Budget $335,000"
2015-16,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/16-30/6/2016,,317489,"S94 Budget $364,316"
2015-16,26,Shirewide Open Space,Regional sporting facilities,26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,5510,"Budget - $7,800 No funding source"
2015-16,26,Shirewide Open Space,Knox Park Youth Precinct,26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,372304.41,"Budget - $1,435,055 S94 $200,000"
2015-16,26,Shirewide Open Space,Knox Park Youth Precinct,26.15.00.91400,,A3225.0793,1/1/16-30/6/2016,,-172304.41,"Budget - $1,435,055 S94 $200,000"
2015-16,26,Shirewide Open Space,Open Space Strategy (refer CP5),26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,60042.85,"S94 Budget $122,000"
2015-16,26,Shirewide Open Space,Open Space Strategy (refer CP5),26.15.00.91400,,A3225.0793,1/1/16-30/6/2016,,-19425.79,"S94 Budget $122,000"
2015-16,26,Shirewide Open Space,Internal Road Rbout Cunnigham Street,26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,61660.38,Budget - $0. No funding source
2015-16,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,200.13,Budget - $200 No funding source
2015-16,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/7/2015-31/3/2016,1162,3272.73,Budget - $0. No funding source
2015-16,26,Shirewide Open Space,Arkinstall park feasibility study stage 2,26.16.00.91400,,A2753.0767,1/7/2015-31/3/2016,1162,6625,
2015-16,26,Shirewide Open Space,Arkinstall park feasibility study stage 2,26.16.00.91400,,A2753.0767,1/1/16-30/6/2016,,-6625,
2015-16,26,Shirewide Open Space,Kingscliff Foreshore Masterplan,26.15.00.91400,,A5307.0001,1/7/2015-31/3/2016,1162,91066.34,"Budget - $57,742 S94 $27,500"
2015-16,26,Shirewide Open Space,Kingscliff Foreshore Masterplan,26.15.00.91400,,A5307.0001,1/1/16-30/6/2016,,-63566.34,"Budget - $57,742 S94 $27,500"
2015-16,28,Seaside City,Rvsl,28.16.00.91400,,A3225.0793.91400,1/7/2015-31/3/2016,1162,60042.85,"Budget $142,000 S94 $122,000"
2016-17,4,TRCP,Pottsville Road,04.02.00.91400,,A4002.0793,1/7/2016-31/12/2016,,227088,part funded RMS
2016-17,4,TRCP,Tweed Road Development Strategy,04.02.00.91400,,A4002.0793,1/7/2016-31/12/2016,,54035,
2016-17,4,TRCP,Tweed Road Development Strategy,04.02.00.91400,,A4002.0793,1/1/2017-30/6/2017,,77589.5,
2016-17,4,TRCP,Broadwater Parkway,04.02.00.91400,,A4002.0793,1/7/2016-31/12/2016,,1192124,
2016-17,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/7/2016-31/12/2016,,10221,
2016-17,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,,A3031.0793,1/1/2017-30/6/2017,,3872,
2016-17,5,OPEN SPACE,Open Space Strategy,05.15.00.91400,,A3031.0793,1/7/2016-31/12/2016,,469,
2016-17,5,OPEN SPACE,Pottsville Tennis Facility,05.15.00.91400,,A3031.0793,1/1/2017-30/6/2017,,17000,
2016-17,11,LIBRARIES,Tweed Heads Library expansion,11.06.00.91400,,A2346.0793,1/7/2016-31/12/2016,,151887,
2016-17,11,LIBRARIES,Tweed Heads Library expansion,11.06.00.91400,,A2346.0793,1/1/2017-30/6/2017,,1386599.53,
2016-17,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2017-30/6/2017,,56696,A2295 Part Loan
2016-17,11,LIBRARIES,s94 funded projects,11.06.00.91400,,A2346.0793,1/7/2016-31/12/2016,,26640,
2016-17,15,COMMUNITY FACILITIES NTH,Tweed Heads Library Extension - part only,15.06.01.91400,,A2454.0793.91400,1/1/2017-30/6/2017,,8137,
2016-17,16,Emergency Facilities,SES Operations Centre Banora Point,16.12.00.91400,,A2065.0793,1/7/2016-31/12/2016,,1599,
2016-17,16,Emergency Facilities,SALT SLSC expenditure,16.12.00.91400,,A2065.0793,1/1/2017-30/6/2017,,2273.53,
2016-17,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2017-30/6/2017,,384965,
2016-17,18,Council Tech. Facilities,Tweed Heads Library expansion - part only,18.13.00.91400,,A2237.0793,1/1/2017-30/6/2017,,4887,
2016-17,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2017-30/6/2017,,28003,
2016-17,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/2017-30/6/2017,,259.64,
2016-17,22,SHIREWIDE CYCLEWAYS,Fraser Drive,22.07.00.91400,,A4844.0793,1/7/2016-31/12/2016,,281669,
2016-17,22,SHIREWIDE CYCLEWAYS,Fraser Drive,22.07.00.91400,,A4844.0793,1/1/2017-30/6/2017,,-154269,
2016-17,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2017-30/6/2017,,46827,
2016-17,25,SALT Open Space,SALT SLSC,25.05.00.91400,,A4002.0793.91400,1/7/2016-31/12/2016,,1599,
2016-17,25,SALT Open Space,SALT SLSC,25.05.00.91400,,A4002.0793.91400,1/1/2017-30/6/2017,,-1599,
2016-17,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,317489,
2016-17,26,Shirewide Open Space,Knox Park Youth Precinct,26.15.00.91400,,A3225.0793,1/7/2016-31/12/2016,,39584,
2016-17,26,Shirewide Open Space,Open Space Strategy,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,468.78,
2016-17,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/7/2016-31/12/2016,,19664,
2016-17,26,Shirewide Open Space,Arkinstall Park - tennis,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,-19664,
2016-17,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/7/2016-31/12/2016,,37633,
2016-17,26,Shirewide Open Space,Arkinstall Park - recreation areas,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,-37633,
2016-17,26,Shirewide Open Space,South Tweed Sportsfileds Implementation,26.15.00.91400,,A5307.0001,1/7/2016-31/12/2016,,300564,
2016-17,26,Shirewide Open Space,South Tweed Sportsfileds Implementation,26.15.00.91400,,A5307.0001,1/1/2017-30/6/2017,,-300564,
2016-17,26,Shirewide Open Space,Arkinstall Park - Netball buildings and facility upgrade,26.15.00.91400,,A3225.0793,1/7/2016-31/12/2016,,110000,
2016-17,26,Shirewide Open Space,Arkinstall Park - Netball buildings and facility upgrade,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,-110000,
2016-17,26,Shirewide Open Space,Arkinstall Park - feasibility study stage 2,26.15.00.91400,,A3225.0793,1/7/2016-31/12/2016,,17343,
2016-17,26,Shirewide Open Space,Arkinstall Park - feasibility study stage 2,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,-15093,
2016-17,26,Shirewide Open Space,Arkinstall Park Masterplan Stage 2 Power Supply,26.15.00.91400,,A5307.0001,1/7/2016-31/12/2016,,496893,
2016-17,26,Shirewide Open Space,Arkinstall Park Masterplan Stage 2 Power Supply,26.15.00.91400,,A5307.0001,1/1/2017-30/6/2017,,-496893,
2016-17,26,Shirewide Open Space,Arkinstall Park street lighting,26.15.00.91400,,A5307.0001,1/7/2016-31/12/2016,,197725,
2016-17,26,Shirewide Open Space,Arkinstall Park street lighting,26.15.00.91400,,A5307.0001,1/1/2017-30/6/2017,,-197725,
2016-17,26,Shirewide Open Space,Kingscliff Central Park,26.15.00.91400,,A3225.0793,1/1/2017-30/6/2017,,742231.47,
2016-17,None,Public Reserves Open Space,Public Reserves CP,92.15.00.91400,,A5657.0793,1/7/2016-31/12/2016,,6853,
2016-17,None,Public Reserves Open Space,Public Reserves CP,92.15.00.91400,,A5657.0793,1/1/2017-30/6/2017,,-6853,
2017-18,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/7/2017-31/12/2017,,145395.45,Budget 145395.45
2017-18,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/1/2018-30/6/2018,,98093.77,Budget 145395.45
2017-18,4,TRCP,Tweed Road Development Strategy,04.02.00.91400,,A4002.0793,1/7/2017-31/12/2017,,24541.83,
2017-18,4,TRCP,TRCP Strategy Review,04.02.00.91400,,A4002.0793,1/1/2018-30/6/2018,,500.25,
2017-18,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2018-30/6/2018,,25928.44,A5236 $2.85M RMS Grant received after first recoupment
2017-18,4,TRCP,Tweed Coast Road Upgrade,04.02.00.91400,,A4002.0793,1/1/2018-30/6/2018,,6305.71,
2017-18,11,LIBRARIES,Tweed Heads Library expansion,11.06.00.91400,,A2346.0793,1/7/2017-31/12/2017,,605717,
2017-18,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2018-30/6/2018,,56696,A2295 Part Loan
2017-18,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,,A2895.0793,1/1/2018-30/6/2018,,85197,"Budge, Funds available for loan repayment "
2017-18,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/1/2018-30/6/2018,,4060.82,
2017-18,16,Emergency Facilities,Cabarita SLSC,16.06.02.91400,,A2065.0793,1/7/2017-31/12/2017,,7575.85,
2017-18,16,Emergency Facilities,Cabarita SLSC,16.06.02.91400,,A2065.0793,1/1/2018-30/6/2018,,-3514.85,
2017-18,16,Emergency Facilities,Fingal SLSC,16.12.00.91400,,A2065.0793,1/1/2018-30/6/2018,,3691.82,
2017-18,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2018-30/6/2018,,384965,
2017-18,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2018-30/6/2018,,28002,
2017-18,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/7/2017-31/12/2017,,308.16,
2017-18,22,SHIREWIDE CYCLEWAYS,Fraser Drive,22.07.00.91400,,A4844.0793,1/7/2017-31/12/2017,,3035.68,
2017-18,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2018-30/6/2018,,46827,
2017-18,23,CP23 Car Park,Kingscliff,23.04.03.91400,,A5616.0793,1/1/2018-30/6/2018,,4182.03,
2017-18,25,SALT Open Space,SALT SLSC,25.05.00.91400,,A4002.0793.91400,1/7/2017-31/12/2017,,507.29,
2017-18,25,SALT Open Space,SALT SLSC,25.05.00.91400,,A4002.0793.91400,1/1/2018-30/6/2018,,72026.71,
2017-18,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2018-30/6/2018,,317489,
2017-18,26,Shirewide Open Space,Open Space Strategy,26.15.00.91400,,A3225.0793,1/1/2018-30/6/2018,,671.07,
2017-18,26,Shirewide Open Space,Kingscliff Central Park,26.15.00.91400,,A3225.0793,1/1/2018-30/6/2018,,1025079,"DO NOT RECOUP UNTIL GRANT FUNDS ACQUITTAL COMPLETED ($745,000 recouped 2016/17)"
2017-18,28,Seaside City,Rvsl,28.16.00.91400,,A3225.0793.91400,1/1/2018-30/6/2018,,671.07,
2019-20,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/7/2019-31/12/2019,3031,96355.96,Budget 145395
2019-20,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/1/2020-30/6/2020,,-35142.38,Budget 145395
2019-20,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/1/2020-30/6/2020,,250000,Budget 145395
2019-20,4,TRCP,McAllisters Road,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,385624.27,
2019-20,4,TRCP,Brett Street,04.02.00.91400,,A4002.0793,1/7/2019-31/12/2019,3031,4567.42,Expenditure number error
2019-20,4,TRCP,Brett Street,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,-4567.42,Expenditure number error
2019-20,4,TRCP,Scenic Dr Walmsleys Rd to past Warringa Dr,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,17081,
2019-20,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/7/2019-31/12/2019,3031,193.3,
2019-20,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,154.64,
2019-20,4,TRCP,Kirkwood Road,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,2508,A5236 $2.85M RMS Grant received after first recoupment
2019-20,4,TRCP,Tweed Coast Road Upgrade,04.02.00.91400,,A4002.0793,1/7/2019-31/12/2019,3031,91592.47,
2019-20,4,TRCP,Tweed Coast Road Upgrade,04.02.00.91400,,A4002.0793,1/1/2020-30/6/2020,,75686.08,
2019-20,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/7/2019-31/12/2019,3031,85747.73,
2019-20,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/1/2020-30/6/2020,,211.97,
2019-20,5,OPEN SPACE,KFMP Loons Park Furniture Upgrade,05.16.02.91400,,A3031.0793,1/1/2020-30/6/2020,,295448,Contracts Supervision
2019-20,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2020-30/6/2020,,56696,A2295 Part Loan
2019-20,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,,A2895.0793,1/1/2020-30/6/2020,,21761,"Budget, Funds available for loan repayment"
2019-20,15,COMMUNITY FACILITIES STH,Consultant,15.06.02.91400,,A2454.0973.91400,1/7/2019-31/12/2019,3031,270.4,
2019-20,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/7/2019-31/12/2019,3031,4734.79,
2019-20,16,Emergency Facilities,Cudgen SLSC,16.12.00.91400,,A2065.0793,1/1/2020-30/6/2020,,-446.79,
2019-20,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2020-30/6/2020,,384965,
2019-20,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2020-30/6/2020,,28003,
2019-20,19,Kings Beach,Depot Road sportsfields,19.05.00.91400,,A4002.0793,1/1/2020-30/6/2020,,44.38,
2019-20,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2020-30/6/2020,,47361,
2019-20,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2020-30/6/2020,,316954,
2019-20,26,Shirewide Open Space,Open Space Strategy,26.15.00.91400,,A3225.0793,1/7/2019-31/12/2019,3031,5150.29,
2019-20,26,Shirewide Open Space,Open Space Strategy,26.15.00.91400,,A3225.0793,1/1/2020-30/6/2020,,510.19,
2020-21,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,,A3810.0793,1/7/2020-31/12/2020,,57984,"Budget 145,395"
2020-21,4,TRCP,McAllisters Road,04.02.00.91400,,A4002.0793,1/1/2021-30/6/2021,,114375,
2020-21,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/7/2020-31/12/2020,,25646.27,
2020-21,5,STRUCTURED OPEN SPACE,Barry Shepherd Field,05.16.00.91400,,A3031.0793,1/1/2021-30/6/2021,,1778.73,
2020-21,5,OPEN SPACE,Coral St Park & Playspace,05.16.00.91400,,A3031.0793,1/1/2021-30/6/2021,,100000,
2020-21,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,,A2346.0793,1/1/2021-30/6/2021,,56696,A2295 Part Loan
2020-21,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,,A2895.0793,1/1/2021-30/6/2021,,21664.13,Budget funds available for loan repayment
2020-21,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,,A2237.0793,1/1/2021-30/6/2021,,384965,
2020-21,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,,A2237.0793,1/1/2021-30/6/2021,,27723.26,
2020-21,22,SHIREWIDE CYCLEWAYS,Active Transport Plan a Brooks 03/12/20,22.07.00.91400,,A4844.0793,1/7/2020-31/12/2020,,72750,recoup half expenditure
2020-21,22,SHIREWIDE CYCLEWAYS,Active Transport Plan a Brooks 03/12/20,22.07.00.91400,,A4844.0793,1/1/2021-30/6/2021,,-51160.69,
2020-21,23,CP23 Car Park,Murwillumbah Pool part loan repayment,23.04.02.91400 ,,A5616.0793,1/1/2021-30/6/2021,,227383,
2020-21,26,Shirewide Open Space,Murwillumbah Pool Part Loan,26.15.00.91400,,A3225.0793,1/1/2021-30/6/2021,,136933,
2020-21,26,Shirewide Open Space,Open Space Strategy,26.15.00.91400,,A3225.0793,1/1/2021-30/6/2021,,2580,
2020-21,26,Shirewide Open Space,Goorimahbah - Place of Stories inclusive Playspace,26.15.00.91400,,A3225.0793,1/1/2021-30/6/2021,,23123.64,
1999-00,1,DCP3 PASSIVE OPEN SPACE,GREENWAY DRIVE FOOTPATH/CYCLEWAY,A7010.302,A1198.001 A4856,A3225.003,1/10/1999-31/12/1999,656,55000,
1999-00,1,DCP3 PASSIVE OPEN SPACE,GREENWAY DRIVE FOOTPATH/CYCLEWAY,A7010.302,A1198.001 A4856,A3225.003,1/4/2000-30/6/2000,1186,83880.09,
1999-00,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),A7000.302,A4685.1-749 A4686.001,A3810.008,1/7/1999-30/9/1999,307,85404.74,
1999-00,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),A7000.302,A4685.1-749 A4686.001,A3810.008,1/10/1999-31/12/1999,657,2935.81,
1999-00,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),A7000.302,A4685.1-749 A4686.001,A3810.008,1/1/2000-31/3/2000,906,416.07,
1999-00,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),A7000.302,A4685.1-749 A4686.001,A3810.008,1/4/2000-30/6/2000,1187,1132.53,
1999-00,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,A7012.302,A2455,A2455.002,1/10/1999-31/12/1999,655,4260.49,
1999-00,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,A7012.302,A2455,A2455.002,1/1/2000-31/3/2000,905,2754.5,
1999-00,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,A7012.302,A2455,A2455.002,1/4/2000-30/6/2000,1185,68.66,
1999-00,4,LTTS,Old Bogangar Road,A7398.302,RTA Certificate,A3807.001,1/10/1999-31/12/1999,658,44848,
1999-00,4,LTTS,Old Bogangar Road,A7398.302,RTA Certificate,A3807.001,1/1/2000-31/3/2000,907,7981.41,
1999-00,4,TRCP,Lakes Dr Bridge,A7398.302,A3645.001,A3807.001,1/7/1999-30/9/1999,308,124.8,
1999-00,4,TRCP,Lakes Dr Bridge,A7398.302,A3645.001,A3807.001,1/1/2000-31/3/2000,908,3.46,
1999-00,4,TRCP,Tweed Lonk Advertising,A7398.302,A7820.749,A3807.001,1/7/1999-30/9/1999,309,67.05,
1999-00,4,TRCP,Tweed Lonk Advertising,A7398.302,A7820.749,A3807.001,1/4/2000-30/6/2000,1189,257.03,
1999-00,4,TRCP,Turnock/Cudgen Rd Elrond Dr Beach St Roundabout,A7398.302,A3642 A3643 A4808,A3807.001,1/7/1999-30/9/1999,310,100487.64,
1999-00,4,TRCP,Turnock/Cudgen Rd Elrond Dr Beach St Roundabout,A7398.302,A3642 A3643 A4808,A3807.001,1/10/1999-31/12/1999,659,31804.18,
1999-00,4,TRCP,Turnock/Cudgen Rd Elrond Dr Beach St Roundabout,A7398.302,A3642 A3643 A4808,A3807.001,1/1/2000-31/3/2000,909,2841.35,
1999-00,4,TRCP,Turnock/Cudgen Rd Elrond Dr Beach St Roundabout,A7398.302,A3642 A3643 A4808,A3807.001,1/4/2000-30/6/2000,1188,254.79,
1999-00,4,TRCP,DULGUIGAN ROAD,A7398.302,A3636.001,A3807.001,1/10/1999-31/12/1999,660,19.96,
1999-00,4,TRCP,DULGUIGAN ROAD,A7398.302,A3636.001,A3807.001,1/4/2000-30/6/2000,1190,230.41,
1999-00,4,TRCP,KYOGLE RD UKI,A7398.302,A3649,A3807.001,1/10/1999-31/12/1999,661,93.29,
1999-00,4,TRCP,KYOGLE RD UKI,A7398.302,A3649,A3807.001,1/1/2000-31/3/2000,910,244.45,
1999-00,4,TRCP,KYOGLE RD UKI,A7398.302,A3649,A3807.001,1/4/2000-30/6/2000,1191,1586.35,
1999-00,4,TRCP,KIRKWOOD ROAD,A7398.302,A5216.001,A3807.001,1/7/1999-30/9/1999,298,4500,
1999-00,4,TRCP,Loan repayment 190G,A7398.302,Consolidation A7398.302,A3807.001,1/4/2000-30/6/2000,1067,211596,
1999-00,4,TRCP,,A7398.302,A7820.003 A7820.004,A3807.001,1/7/1999-30/9/1999,,5060.1,
1999-00,4,TRCP,,A7398.302,A7820.003 A7820.004,A3807.001,1/1/2000-31/3/2000,911,1194.9,
1999-00,4,TRCP,,A7398.302,A7820.003 A7820.004,A3807.001,1/4/2000-30/6/2000,1192,1600,
1999-00,4,LTTS,LAKES DR BRIDGE,CLOSED,A3645.001,A3807.001,1/7/1999-30/9/1999,308,124.8,
1999-00,5,OPEN SPACE,Piggabeen Sports Complex,A7130.302,Refer R Norvill A0554,A3225.001,1/4/2000-30/6/2000,1200,8118,
1999-00,5,OPEN SPACE,FURNITURE /PIGGABEEN,A7130-A7168,A1142.001,A7899.012,1/1/2000-31/3/2000,912 949,2375,
1999-00,5,OPEN SPACE,LORIEN WAY PARK,A7132.302,A3026.001,A7899.012,1/7/1999-30/9/1999,299,78.23,
1999-00,5,OPEN SPACE,LORIEN WAY PARK,A7132.302,A3026.001,A7899.012,1/1/2000-31/3/2000,949,2000,
1999-00,5,OPEN SPACE,LORIEN WAY PARK,A7132.302,A3026.001,A7899.012,1/4/2000-30/6/2000,1193,143.5,
1999-00,5,OPEN SPACE,Sec94 amend CP5,A7132.302,A1143.001,A7899.012,1/7/1999-30/9/1999,300,234.68,
1999-00,5,OPEN SPACE,Sec94 amend CP5,A7132.302,A1143.001,A7899.012,1/4/2000-30/6/2000,1194,492.68,
