Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Other,2019,2019-06-11T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,10974.99,,1646.91,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,FALSE,,Shirewide,747418,747418,10974.99,10974.99
Other,2019,2019-09-04T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,376.22,,56,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,FALSE,,Over10ET,747418,747418,376.22,376.22
Other,2019,2019-09-04T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,719.09,,105,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,FALSE,,ResDevt13,747418,747418,719.09,719.09
Other,2019,2019-09-04T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,10974.99,,1646.91,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,FALSE,,Shirewide,747418,747418,10974.99,10974.99
Other,2017,2017-02-07T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,62.7,,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,FALSE,,Over10ET,682869,682869,62.7,62.7
Other,2017,2017-02-07T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,117.8,,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,FALSE,,ResDevt13,682869,682869,117.8,117.8
Other,2017,2017-02-07T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1802.58,,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,FALSE,,Shirewide,682869,682869,1802.58,1802.58
Other,2016,2016-04-08T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,69.16,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,Over10ET,680278,680278,69.16,69.16
Other,2016,2016-04-08T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,130.13,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,ResDevt13,680278,680278,130.13,130.13
Other,2016,2016-04-08T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,2049.42,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,Shirewide,680278,680278,2049.42,2049.42
Other,2020,2020-07-24T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,69.16,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,Over10ET,680278,680278,69.16,69.16
Other,2020,2020-07-24T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,130.13,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,ResDevt13,680278,680278,130.13,130.13
Other,2020,2020-07-24T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,2049.42,,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,FALSE,,Shirewide,680278,680278,2049.42,2049.42
Other,2019,2019-02-13T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,23336.79,,21215.26,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,Shirewide,761736,761736,23336.79,23336.79
Other,2019,2019-02-13T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,1440.45,,1309.5,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,ResDevt13,761736,761736,1440.45,1440.45
Other,2019,2019-02-13T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,757.57,,688.7,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,Over10ET,761736,761736,757.57,757.57
Other,2021,2021-09-09T00:00:00,Charge,ChgAdj,S94-12,S94-12 - Bus Shelters,757.57,,688.7,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,Over10ET,761736,761736,757.57,757.57
Other,2021,2021-09-09T00:00:00,Charge,ChgAdj,S94-13,S94-13 - Eviron Cemetery,1440.45,,1309.5,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,ResDevt13,761736,761736,1440.45,1440.45
Other,2021,2021-09-09T00:00:00,Charge,ChgAdj,S94-18,S94-18 - Council Admin/Support Facilities,23336.79,,21215.26,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,FALSE,,Shirewide,761736,761736,23336.79,23336.79
Other,2021,2021-06-29T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,54,,0,DA20/0343,conversion of an existing two storey dwelling house to a dual occupancy (attached),conversion of an existing two storey dwelling house to a dua,1,2021-06-29T15:05:03.313,2021,BANORA POINT,Approved,Council,FALSE,,Over10ET,854826,854826,54,54
Other,2021,2021-06-29T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,101,,0,DA20/0343,conversion of an existing two storey dwelling house to a dual occupancy (attached),conversion of an existing two storey dwelling house to a dua,1,2021-06-29T15:05:03.313,2021,BANORA POINT,Approved,Council,FALSE,,ResDevt13,854826,854826,101,101
Other,2021,2021-06-29T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1595.17,,0,DA20/0343,conversion of an existing two storey dwelling house to a dual occupancy (attached),conversion of an existing two storey dwelling house to a dua,1,2021-06-29T15:05:03.313,2021,BANORA POINT,Approved,Council,FALSE,,Shirewide,854826,854826,1595.17,1595.17
Other,2016,2016-07-19T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1909.57,,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,FALSE,,Shirewide,702831,702831,1909.57,1909.57
Other,2016,2016-07-19T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,67,,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,FALSE,,Over10ET,702831,702831,67,67
Other,2016,2016-07-19T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,125,,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,702831,702831,125,125
Other,2016,2016-09-02T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,50,,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,FALSE,,Over10ET,702932,702932,50,50
Other,2016,2016-09-02T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,94,,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,702932,702932,94,94
Other,2016,2016-09-02T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1432.18,,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,FALSE,,Shirewide,702932,702932,1432.18,1432.18
Other,2016,2016-08-11T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,67,,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,FALSE,,Over10ET,703062,703062,67,67
Other,2016,2016-08-11T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,125,,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,703062,703062,125,125
Other,2016,2016-08-11T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1909.57,,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,FALSE,,Shirewide,703062,703062,1909.57,1909.57
Other,2016,2016-08-29T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,50,,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,FALSE,,Over10ET,703290,703290,50,50
Other,2016,2016-08-29T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,94,,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,FALSE,,ResDevt13,703290,703290,94,94
Other,2016,2016-08-29T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1432.18,,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,FALSE,,Shirewide,703290,703290,1432.18,1432.18
Other,2017,2017-01-27T00:00:00,Charge,Charge,S94-23,S94-23 - Shire Wide Carparking (Tweed Heads),33579,,0,DA16/0751,"first use as beauty salon/cosmetic procedures (Lot 6) and Café (Lot 10), two building identification signs and four business identification signs",first use as beauty salon/cosmetic procedures (Lot 6) and Ca,6,2017-01-27T09:24:28,2017,TWEED HEADS,Approved,Council,FALSE,,TwdHeads23,719591,719591,33579,33579
Other,2017,2017-08-10T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,27.29,,0,DA17/0215,change of use for tenancy 7 to business premises (beauty salon and hairdresser) including use of mezzanine and construction of associated signage,change of use for tenancy 7 to business premises (beauty sal,2,2017-08-10T13:20:11,2017,TWEED HEADS,Approved,Council,FALSE,,Shirewide,738258,738258,27.29,27.29
Other,2017,2017-08-10T00:00:00,Charge,Charge,S94-23,S94-23 - Shire Wide Carparking (Tweed Heads),42159,,0,DA17/0215,change of use for tenancy 7 to business premises (beauty salon and hairdresser) including use of mezzanine and construction of associated signage,change of use for tenancy 7 to business premises (beauty sal,2,2017-08-10T13:20:11,2017,TWEED HEADS,Approved,Council,FALSE,,TwdHeads23,738258,738258,42159,42159
Other,2019,2019-03-01T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,17738.58,,12342.17,DA18/0884,"staged proposal consisting of warehouse or distribution centre, light industry, industrial retail outlet and ancillary office premises and electricity generating works (solar energy system); and additional works (NRPP)",staged proposal consisting of warehouse or distribution cent,1,2019-03-01T10:37:08,2019,TWEED HEADS WEST,Approved,Council,FALSE,,Shirewide,794460,794460,17738.58,17738.58
Other,2020,2020-05-06T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,17738.58,,12342.17,DA18/0884,"staged proposal consisting of warehouse or distribution centre, light industry, industrial retail outlet and ancillary office premises and electricity generating works (solar energy system); and additional works (NRPP)",staged proposal consisting of warehouse or distribution cent,1,2019-03-01T10:37:08,2019,TWEED HEADS WEST,Approved,Council,FALSE,,Shirewide,794460,794460,17738.58,17738.58
Other,2021,2021-10-06T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,6756.33,,0,DA19/0634,five lot community title subdivision,five lot community title subdivision,1,2021-10-06T08:30:47.403,2021,TWEED HEADS WEST,Approved,Council,FALSE,,Shirewide,829702,829702,6756.33,6756.33
Other,2020,2020-09-30T00:00:00,Charge,Charge,S94-28,S94-28 - Seaside City,58429,,0,DA20/0429,"two storey dwelling with attached garage, front fence and in-ground swimming pool","two storey dwelling with attached garage, front fence and in",1,2020-09-30T15:40:55,2020,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,857511,857511,58429,58429
Other,2020,2020-12-01T00:00:00,Charge,ChgAdj,S94-28,S94-28 - Seaside City,58429,,0,DA20/0429,"two storey dwelling with attached garage, front fence and in-ground swimming pool","two storey dwelling with attached garage, front fence and in",1,2020-09-30T15:40:55,2020,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,857511,857511,58429,58429
Other,2020,2020-12-01T00:00:00,Charge,RfdCheque,S94-28,S94-28 - Seaside City,58429,,0,DA20/0429,"two storey dwelling with attached garage, front fence and in-ground swimming pool","two storey dwelling with attached garage, front fence and in",1,2020-09-30T15:40:55,2020,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,857511,857511,58429,58429
Other,2018,2018-11-21T00:00:00,Charge,Charge,S94-28,S94-28 - Seaside City,56392,,0,DA18/0729,two storey dwelling and swimming pool,two storey dwelling and swimming pool,1,2018-11-21T10:03:21,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,790588,790588,56392,56392
Other,2019,2019-01-25T00:00:00,Charge,ChgAdj,S94-28,S94-28 - Seaside City,56392,,0,DA18/0729,two storey dwelling and swimming pool,two storey dwelling and swimming pool,1,2018-11-21T10:03:21,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,790588,790588,56392,56392
Other,2019,2019-01-25T00:00:00,Charge,RfdCHEQUE,S94-28,S94-28 - Seaside City,56392,,0,DA18/0729,two storey dwelling and swimming pool,two storey dwelling and swimming pool,1,2018-11-21T10:03:21,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,790588,790588,56392,56392
Other,2018,2018-06-19T00:00:00,Charge,Charge,S94-28,S94-28 - Seaside City,56864,,56864,DA18/0318,"two storey dwelling with attached garage,  in-ground swimming pool and 1.8 m high fencing within the building line","two storey dwelling with attached garage,  in-ground swimmin",1,2018-06-13T14:48:20,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,775833,775833,56864,56864
Other,2019,2019-05-02T00:00:00,Charge,Charge,S94-28,S94-28 - Seaside City,56864,,56864,DA18/0318,"two storey dwelling with attached garage,  in-ground swimming pool and 1.8 m high fencing within the building line","two storey dwelling with attached garage,  in-ground swimmin",1,2018-06-13T14:48:20,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,775833,775833,56864,56864
Other,2019,2019-09-24T00:00:00,Charge,Charge,S94-28,S94-28 - Seaside City,56864,,56864,DA18/0318,"two storey dwelling with attached garage,  in-ground swimming pool and 1.8 m high fencing within the building line","two storey dwelling with attached garage,  in-ground swimmin",1,2018-06-13T14:48:20,2018,KINGSCLIFF,Approved,Council,FALSE,,Seaside28,775833,775833,56864,56864
Other,2017,2017-11-09T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,222.6,,0,DA17/0451,"staged light industrial development (Stage 1 - 1 unit, Stage 2 – 1 unit and Stage 3 – 1 unit) and removal of existing buildings","staged light industrial development (Stage 1 - 1 unit, Stage",1,2017-11-09T09:03:37,2017,SOUTH MURWILLUMBAH,Approved,Council,FALSE,,Shirewide,747657,747657,222.6,222.6
Other,2017,2017-08-02T00:00:00,Charge,Charge,S94-12,S94-12 - Bus Shelters,50,,0,DA17/0325,detached dual occupancy,detached dual occupancy,2,2017-08-02T11:26:40,2017,MURWILLUMBAH,Approved,Council,FALSE,,Over10ET,743126,743126,50,50
Other,2017,2017-08-02T00:00:00,Charge,Charge,S94-13,S94-13 - Eviron Cemetery,95,,0,DA17/0325,detached dual occupancy,detached dual occupancy,2,2017-08-02T11:26:40,2017,MURWILLUMBAH,Approved,Council,FALSE,,ResDevt13,743126,743126,95,95
Other,2017,2017-08-02T00:00:00,Charge,Charge,S94-18,S94-18 - Council Admin/Support Facilities,1451.72,,0,DA17/0325,detached dual occupancy,detached dual occupancy,2,2017-08-02T11:26:40,2017,MURWILLUMBAH,Approved,Council,FALSE,,Shirewide,743126,743126,1451.72,1451.72
